AMI	resistant	0.000201368187335	0.000112588305329	-1.58310942841
AMI	susceptible	0.000396757161125	0.00011677958048	-2.1863402883
CAP	resistant	0.000283748798778	0.000187978330087	-1.14460009275
CAP	susceptible	0.000612701843432	0.000155970389248	-2.28403086194
EMB	resistant	0.000498963831568	0.000164738200715	-2.09119695707
EMB	susceptible	0.00103583519947	0.00019834889631	-2.42981742205
Et	resistant	0.000314455722374	0.00013214970673	-2.08234285621
Et	susceptible	0.000413285741869	0.000215357263507	-1.68360852895
INH	resistant	0.000673868718681	0.00017455816322	-2.22757439038
INH	susceptible	0.000903054763137	0.000210677036308	-2.37936015018
K	resistant	0.000180673094189	9.86618449816e-05	-1.67533672659
K	susceptible	0.000474411744625	0.000230676722801	-1.71400976014
MOX	resistant	0.000244476458312	9.2940008118e-05	-2.10865850925
MOX	susceptible	0.00037129341997	0.000128694633196	-2.05831987652
OFL	resistant	0.000404757507869	0.000183551474225	-1.78115128602
OFL	susceptible	0.000662321241686	0.000172506654552	-2.2737605592
PRO	resistant	0.000257072854254	0.000131518240947	-1.59199410201
PRO	susceptible	0.000337604819501	0.000106286371922	-2.17650366129
PZA	resistant	0.000407246541272	0.000186675212463	-1.7303145901
PZA	susceptible	0.00101369492936	0.000188952624527	-2.43080175615
RIF	resistant	0.00057999861336	0.000167097643097	-2.16014472989
RIF	susceptible	0.00101337226077	0.000208905247537	-2.42711257715
STR	resistant	0.000635134537517	0.000169315453983	-2.21774535819
STR	susceptible	0.000952401369106	0.000209151415742	-2.39687132637
